CIFAR10_iid,,,CIFAR10_niid,,,CIFAR100_iid,,,CIFAR100_niid,,,Shakespeare_iid,,,Shakespeare_niid,,,Cora_iid,,,Cora_niid,,,CiteSeer_iid,,,CiteSeer_niid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy
FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,
63,83.91,,57,54.96,,153,64.64,,108,48.64547129,,0,3.67192736,,63,8.716075157,,36,55,,61,28.33333333,,175,74.33333333,,128,54.81908597
64,84.04,,58,57.17,,154,64.54,,109,49.92351646,,1,22.99371345,,64,9.264091858,,37,57,,62,30.66666667,,176,74.33333333,,129,66.13426212
65,84.09,,59,62.31,,155,65.23,,110,47.95080625,,2,28.55011226,,65,10.75156576,,38,57,,63,46.33333333,,177,74.33333333,,FedHiSyn,
66,84.24,,60,60.84,,156,65.57,,111,44.41202425,,3,30.10877735,,66,30.25835073,,39,59,,64,47,,178,74.33333333,,0,27.15268634
67,84.27,,61,67.56,,157,64.87,,112,46.74172147,,4,34.57101435,,67,30.27139875,,40,58.33333333,,65,40.33333333,,Def-KT,,,1,57.59828484
68,84.28,,62,66.04,,158,65.04,,113,45.46824488,,5,36.48914323,,68,30.8585595,,41,59,,66,49.66666667,,0,10,,2,56.27754934
69,84.49,,63,66.87,,159,65.17,,114,47.27853142,,6,37.78563945,,69,31.15866388,,42,61,,67,53,,0,38.33333333,,3,26.03723079
70,84.28,,64,60.62,,160,64.86,,115,49.03261208,,7,38.72681167,,70,31.3282881,,43,61,,68,54,,1,37.66666667,,4,25.40692802
71,84.27,,65,63.31,,161,65.17,,116,46.33602159,,8,40.00593652,,CSAFL,,,44,62,,69,51.33333333,,2,37.66666667,,5,43.49690516
72,84.47,,66,64.66,,162,65.56,,117,47.87064851,,9,40.430409,,0,0.287056367,,45,62,,70,41.33333333,,3,37.66666667,,6,25.33395832
73,84.47,,67,60.32,,163,65.4,,FedHiSyn,,,10,40.64951287,,0,20.34185804,,46,62,,71,37.33333333,,4,46,,7,26.28316797
74,84.47,,68,57.65,,164,65.11,,0,1.04,,11,41.4820392,,1,20.65501044,,47,62.33333333,,72,48.33333333,,5,68,,8,58.85944681
75,84.81,,69,72.59,,165,65.73,,1,5.41,,12,42.3033917,,2,24.2954071,,48,63.33333333,,73,53.33333333,,6,68,,9,26.82275018
76,84.81,,70,55.38,,166,65.61,,2,7.5,,13,42.80373393,,3,12.21294363,,49,65,,74,55,,7,69,,10,58.7067836
77,84.72,,71,68.16,,167,65.6,,3,9.27,,14,43.34746639,,4,24.32150313,,50,64.66666667,,75,54,,8,69.33333333,,11,25.30403956
78,85.01,,72,59.14,,168,65.09,,4,14.06,,15,43.96977103,,5,26.65709812,,51,65.33333333,,76,54,,9,68.66666667,,12,42.54690006
79,84.86,,73,65.73,,169,64.96,,5,13.43,,16,44.28394606,,6,24.38674322,,52,65.66666667,,77,51.33333333,,10,68,,13,63.03360856
80,85.02,,74,59.18,,170,65.47,,6,14.59,,17,44.70419075,,7,27.25730689,,53,65.33333333,,78,46,,11,69.33333333,,14,57.56165358
81,85.15,,75,69.31,,171,65.33,,7,16.11,,18,45.02951964,,8,23.78653445,,54,65.33333333,,79,44.66666667,,12,69.33333333,,15,59.25661922
82,85.03,,76,57.68,,172,64.85,,8,19.45,,19,45.20254981,,9,24.38674322,,55,65.33333333,,80,42.33333333,,13,69.66666667,,16,60.15132093
83,85.18,,77,71.63,,173,64.91,,9,20.27,,20,45.23226813,,10,27.16597077,,56,65.66666667,,81,39,,14,69,,17,64.06907838
84,85.3,,78,69.62,,174,64.83,,10,18.51,,21,45.6624906,,11,23.60386221,,57,65,,82,36,,15,69.66666667,,18,59.77512027
85,85.07,,79,65.19,,175,65.15,,11,22.98,,22,45.93572722,,12,29.37108559,,58,65.33333333,,83,46.66666667,,16,70.33333333,,19,62.91400422
86,85.24,,80,57.83,,176,65.36,,12,24.61,,23,45.7017141,,13,28.20981211,,59,65.33333333,,84,43.66666667,,17,70.33333333,,20,59.52414533
87,85.38,,81,59.48,,177,65.35,,13,23.96,,24,46.44659722,,14,25.2348643,,60,65.66666667,,85,53,,18,70.66666667,,21,60.53653726
88,85.21,,82,67.52,,178,65.41,,14,25.4,,25,46.43540015,,15,24.42588727,,61,66,,86,56,,19,70.66666667,,22,57.99386992
89,85.28,,83,70.11,,179,65.65,,15,23.85,,26,46.54061465,,16,14.83559499,,62,66.33333333,,87,55.66666667,,20,70.33333333,,23,61.52159405
90,85.27,,84,69.76,,180,65.63,,16,26.43,,27,46.6687735,,17,5.806367432,,63,66.33333333,,88,54.66666667,,21,70.33333333,,24,59.01498711
91,85.41,,85,71.14,,Def-KT,,,17,27.18,,28,47.15595978,,18,7.51565762,,64,66.33333333,,89,54,,22,70.66666667,,25,63.88079286
92,85.42,,86,54.83,,0,0.73,,18,27.46,,29,47.01809942,,19,9.981732777,,65,66.66666667,,90,55.33333333,,23,70.66666667,,26,46.82282102
93,85.3,,87,56.59,,0,22.8,,19,29.46,,30,47.07194673,,20,14.26148225,,66,67.66666667,,91,57.66666667,,24,71.33333333,,27,60.51313404
94,85.69,,88,66.47,,1,22.96,,20,28.58,,31,47.49795262,,21,13.49164927,,67,67,,92,57.66666667,,25,70.33333333,,28,53.58868669
95,85.62,,89,67.04,,2,27.5,,21,28.24,,32,47.78824636,,22,12.16075157,,68,67,,93,55.66666667,,26,70.66666667,,29,61.34521235
96,85.8,,90,65.69,,3,23.04,,22,30.24,,33,47.89876074,,23,21.47703549,,69,69,,94,55.66666667,,27,70.66666667,,30,58.18269562
97,85.58,,91,72.18,,4,28,,23,30.92,,34,48.07193798,,24,18.16283925,,70,69.66666667,,95,54.33333333,,28,72,,31,58.81392526
98,85.59,,92,68.27,,5,28.04,,24,32.96,,35,48.76263816,,25,17.967119,,71,70,,96,55.66666667,,29,73,,32,60.23889951
99,85.67,,93,68.62,,6,26.64,,25,31.27,,36,48.29882031,,26,21.30741127,,72,70.66666667,,97,55.33333333,,30,73.33333333,,33,59.36255299
100,85.79,,FedAsync,,,7,32.27,,26,29.93,,37,48.90621586,,27,8.089770355,,73,72,,98,53.66666667,,31,73.33333333,,34,57.6832655
101,85.93,,0,7.83,,8,34.36,,27,33.01,,38,48.91951455,,28,23.12108559,,74,72.33333333,,99,53.33333333,,32,73.66666667,,35,60.09884428
102,85.82,,0,22.61,,9,38.68,,28,34.4,,39,49.19220821,,29,14.57463466,,75,72.66666667,,100,55,,33,73,,36,53.71635357
103,86.16,,1,32.83,,10,30.88,,29,32.44,,40,49.18017614,,30,16.51878914,,76,73,,101,54,,34,73,,37,63.52371096
104,86.17,,2,32.61,,11,39.16,,30,35.91,,41,49.21263856,,31,17.2625261,,77,72.66666667,,102,53,,35,72.33333333,,38,60.81793613
105,85.94,,3,40.58,,12,37.25,,31,32.96,,42,49.1439774,,32,17.64091858,,78,73,,103,51.66666667,,36,71.33333333,,39,59.69726867
106,86.16,,4,36.02,,13,36.42,,32,36.4,,43,49.69514245,,33,23.10803758,,79,73,,104,52,,37,72,,40,58.93806617
107,86.28,,5,41.03,,14,38.35,,33,35.57,,44,49.66173178,,34,30.64979123,,80,73.66666667,,105,54,,38,71.33333333,,41,59.62133285
108,86.25,,6,35.41,,15,39.85,,34,32.06,,45,49.81173807,,35,28.94050104,,81,73.66666667,,106,53.66666667,,39,72.33333333,,42,59.34078826
109,86.35,,7,37.94,,16,39.05,,35,36.88,,46,49.83811021,,36,25.56106472,,82,73,,107,55.33333333,,40,72,,43,60.01558951
110,86.25,,8,17.93,,17,39.19,,36,35.71,,47,49.84915465,,37,18.73695198,,83,73.66666667,,108,56,,41,72,,44,60.53682225
111,86.23,,9,25.84,,18,42.09,,37,36.79,,48,50.17152072,,38,26.65709812,,84,73,,109,55,,42,71.66666667,,45,58.05788839
112,86.29,,10,28.63,,19,41.93,,38,36.9,,49,50.29089485,,39,17.967119,,85,74,,110,54.33333333,,43,72.33333333,,46,59.28875723
113,86.36,,11,27.43,,20,41.99,,39,34.25,,50,50.6537896,,40,19.16753653,,86,73.66666667,,111,54,,44,70.66666667,,47,59.9076603
114,86.37,,12,32.09,,21,40.75,,40,37.3,,51,50.10484139,,41,22.46868476,,87,73.66666667,,112,54,,45,72.33333333,,48,59.25553834
115,86.31,,13,36.93,,22,43.78,,41,38.49,,52,50.36613493,,42,25.99164927,,88,75,,113,54.66666667,,46,73.66666667,,49,57.33545545
116,86.3,,14,44.97,,23,44.17,,42,39.29,,53,50.94466961,,43,30.76722338,,89,75,,114,53.66666667,,47,72.66666667,,50,59.15041058
117,86.34,,15,50.24,,24,44.77,,43,37.34,,54,50.88362152,,44,8.076722338,,90,75.66666667,,115,54,,48,72.33333333,,51,61.38350893
118,86.48,,16,52.03,,25,43.36,,44,36.49,,55,50.56454846,,45,4.214509395,,91,76,,116,55.66666667,,49,71.66666667,,52,58.95916525
119,86.5,,17,52.85,,26,43.28,,45,37.47,,56,50.89596185,,46,20.10699374,,92,76,,117,56,,50,72.66666667,,53,58.66789852
120,86.66,,18,49.51,,27,44.02,,46,37.18,,57,51.30433025,,47,15.76200418,,93,76.66666667,,118,56.33333333,,51,72.33333333,,54,61.49881451
121,86.54,,19,47.27,,28,45.98,,47,39.94,,58,51.27317397,,48,14.96607516,,94,77,,119,57,,52,72.33333333,,55,58.10770466
122,86.66,,20,48.9,,29,43.27,,48,39.19,,59,51.13947759,,49,17.31471816,,95,78,,120,58,,53,71.33333333,,56,62.43864966
123,86.46,,21,52.36,,30,45.71,,49,40.57,,60,51.19335064,,50,13.3611691,,96,78,,121,57.66666667,,54,69.33333333,,57,62.50999838
FedHiSyn,,,22,19.19,,31,45.04,,50,41.24,,61,51.10019986,,51,24.39979123,,97,77,,122,58.33333333,,55,71,,58,51.33002863
0,11.9935585,,23,28.12,,32,46.5,,51,40.64,,62,51.85282379,,52,9.107515658,,98,77.66666667,,123,56.66666667,,56,73,,59,64.18217724
1,54.88602151,,24,30.46,,33,42.41,,52,41.99,,63,51.90753373,,53,10.47755741,,99,77.66666667,,124,57.66666667,,57,73.33333333,,60,62.73790465
2,62.04848536,,25,33.88,,34,47.21,,53,40.19,,64,51.86737148,,54,23.42118998,,100,77.33333333,,125,57,,58,74.33333333,,61,60.48040723
3,66.88990333,,26,32.5,,35,46.28,,54,40.85,,65,52.48060034,,55,15.42275574,,101,78,,126,58,,59,73.33333333,,62,63.75373781
4,69.55844173,,27,37.56,,36,47.65,,55,41.46,,66,52.00938308,,56,26.10908142,,102,78,,127,57,,60,73.33333333,,63,60.75674087
5,71.39619648,,28,45.53,,37,45.89,,56,38.68,,67,52.28725541,,57,28.40553236,,103,78,,128,57,,61,73.33333333,,64,59.17314007
6,73.17781501,,29,53.09,,38,45.34,,57,42.17,,68,51.97604378,,58,33.10281837,,104,77.66666667,,129,56.66666667,,62,73,,65,63.66732675
7,74.52593111,,30,56.4,,39,45.01,,58,44.24,,69,52.42345272,,59,27.38778706,,105,78.66666667,,130,56.66666667,,63,74,,66,64.80120904
8,75.00408213,,31,59.42,,40,45.7,,59,40.95,,70,52.62871698,,60,24.46503132,,106,78.66666667,,131,56.33333333,,64,73,,67,60.06555229
9,75.92669797,,32,47.34,,41,48,,60,42.49,,71,52.798618,,61,28.50991649,,107,79.33333333,,132,57,,65,75,,68,64.7728428
10,76.76059854,,33,52.4,,42,46.39,,61,43.65,,72,52.28189412,,62,31.91544885,,108,79,,133,57,,66,75.33333333,,69,64.60191029
11,77.10266391,,34,55.93,,43,46.11,,62,41.2,,73,52.4524931,,63,31.73277662,,109,79,,134,56.66666667,,67,74.66666667,,70,62.91432211
12,78.07726897,,35,63.33,,44,46,,63,39.5,,74,52.42766573,,64,17.14509395,,110,80,,135,56.66666667,,68,74.66666667,,71,55.90569691
13,78.62630592,,36,56.02,,45,45.65,,64,43.45,,75,52.5333505,,65,25.60020877,,111,80,,136,57.66666667,,69,73.33333333,,72,55.50454411
14,79.27431033,,37,55.38,,46,45.94,,65,43.69,,76,52.51155038,,66,19.78079332,,112,79.33333333,,137,57.66666667,,70,73.66666667,,73,62.34470854
15,79.57862216,,38,52.59,,47,46.76,,66,40.88,,77,52.69143005,,67,26.55271399,,113,79,,138,58.33333333,,71,73.66666667,,74,64.31461654
16,80.16842809,,39,49.33,,48,46.26,,67,43.75,,78,53.04133627,,68,17.48434238,,114,80,,139,58.66666667,,72,73,,75,57.78169732
17,80.25943293,,40,56.09,,49,46.94,,68,43.13,,79,52.84218024,,69,20.57672234,,115,80.33333333,,140,58.33333333,,73,73.66666667,,76,64.84016116
18,80.42548593,,41,58.76,,50,45.09,,69,44.24,,80,52.86270587,,70,14.00052192,,116,80,,141,59,,74,73.33333333,,77,63.8037272
19,81.33075563,,42,61.68,,51,48,,70,43.07,,81,53.05358563,,71,25,,117,79.66666667,,142,58.33333333,,75,72.66666667,,78,62.40097834
20,81.19575304,,43,65.12,,52,47.41,,71,42.03,,82,52.96487534,,72,28.75782881,,118,79.66666667,,143,57.66666667,,76,73,,79,63.60192513
21,81.53203228,,44,61.04,,53,46.57,,72,43.97,,83,52.94628556,,73,20.14613779,,119,79.33333333,,144,58,,77,73.33333333,,80,61.4096376
22,81.96093792,,45,54.31,,54,48.13,,73,39.73,,84,52.86272024,,74,27.57045929,,120,79.33333333,,FedHiSyn,,,78,73.33333333,,81,63.78207215
23,82.41818948,,46,65.8,,55,48.49,,74,44.78,,85,52.82521996,,75,27.03549061,,121,79.33333333,,0,12.66666667,,79,73.33333333,,82,66.56620026
24,82.5424748,,47,68.18,,56,47.14,,75,43.91,,86,52.57792471,,76,26.30480167,,122,79.33333333,,1,12.66666667,,80,73,,83,63.15695777
25,82.55403631,,48,59.95,,57,47.64,,76,40.78,,87,52.97253183,,77,29.29279749,,123,80.33333333,,2,13,,81,73.33333333,,84,62.72851077
26,82.78186389,,49,60.27,,58,46.94,,77,44.81,,88,52.94431983,,78,32.25469729,,124,80.33333333,,3,28.33333333,,82,73.33333333,,85,62.04638741
27,82.89978573,,50,61.32,,59,47.76,,78,44.05,,89,53.50726455,,79,30.3105428,,125,80,,4,12.66666667,,83,73,,86,64.74617866
28,82.92202455,,51,64.09,,60,48.25,,79,44.1,,90,53.03837033,,FedAT,,,126,79.33333333,,5,37,,84,73,,87,63.84340259
29,83.28896458,,52,63.44,,61,47.55,,80,42.87,,91,53.07199405,,0,11.58511424,,127,79.33333333,,6,35.66666667,,85,74,,88,66.1465795
30,82.9767787,,53,63.92,,62,48.22,,81,44.55,,92,53.2892502,,1,16.8444909,,128,80,,7,12.66666667,,86,73,,89,58.28854984
31,83.38023689,,54,61.06,,63,48.4,,82,44.1,,93,52.90081709,,2,17.84508802,,129,80.33333333,,8,34.66666667,,87,73,,90,68.05829555
32,83.89082224,,55,55.45,,64,49.29,,83,45.06,,94,53.55668461,,3,18.12822526,,130,80.33333333,,9,14,,88,74,,91,68.19297884
33,83.71454842,,56,53,,65,46.69,,84,46.11,,95,53.2610362,,4,15.69934457,,131,80.66666667,,10,14.33333333,,89,74,,92,65.87031086
34,83.89375111,,57,54.17,,66,48.34,,85,42.67,,96,53.60854036,,5,19.22466827,,132,80,,11,42,,90,73,,93,63.94839692
35,83.83294492,,58,51.47,,67,47.62,,86,46.14,,97,53.35295492,,6,17.75754527,,133,81.66666667,,12,24.33333333,,91,73.33333333,,94,67.37270167
36,84.39514151,,59,53.73,,68,48.52,,87,45.09,,98,53.18521346,,7,18.12197655,,134,82.33333333,,13,24,,92,73,,95,69.52270114
37,84.77708763,,60,54.67,,69,47.9,,88,44.39,,99,53.41720188,,8,18.76781815,,135,81.66666667,,14,26.33333333,,93,73.33333333,,96,68.15644472
38,84.18143502,,61,50.91,,70,48.29,,89,46.65,,FedAsync,,,9,21.40655501,,136,81.66666667,,15,26.33333333,,94,73.66666667,,97,62.88983559
39,84.49468481,,62,54.43,,71,48.31,,90,45.38,,0,0.065459306,,10,21.14368929,,137,81.66666667,,16,57,,95,72.66666667,,98,61.76592273
40,84.88030394,,63,69.17,,72,47.17,,91,45.72,,0,19.07047785,,11,21.38920039,,138,81.66666667,,17,38,,96,73.66666667,,99,67.15818935
41,84.9719651,,64,69.26,,73,48.64,,92,44.03,,1,21.63975562,,12,22.40364477,,139,80.66666667,,18,40,,97,73,,100,62.8689583
42,84.88622477,,65,61.42,,74,48.35,,93,43.66,,2,24.14902902,,13,22.34482173,,140,80.66666667,,19,53.33333333,,98,73,,101,66.89115397
43,84.76465983,,66,65.82,,75,48.37,,94,46.18,,3,28.73118045,,14,22.37912768,,141,81,,20,44.33333333,,99,73.33333333,,102,65.74096379
44,85.02289479,,67,69.08,,76,48.99,,95,45.85,,4,30.04582151,,15,22.27948903,,142,81.66666667,,21,48,,100,73.66666667,,103,62.22377419
45,85.07780474,,68,68.09,,77,47.69,,96,47.35,,5,30.56404102,,16,23.66744373,,143,81,,22,54.33333333,,101,73.66666667,,104,63.47459965
46,85.31769995,,69,67.16,,78,48.7,,97,45.37,,6,30.96770674,,17,21.70130494,,144,81.33333333,,23,54.66666667,,102,73.66666667,,105,65.16484957
47,85.5077919,,70,66.15,,79,49.3,,98,43.92,,7,31.04407593,,18,23.39721293,,145,81.66666667,,24,53.66666667,,103,73,,106,60.76828256
48,85.63601987,,71,71.78,,80,48.18,,99,44,,8,31.35500764,,19,22.91224852,,146,82.33333333,,25,45.66666667,,104,73.33333333,,FedAsync,
49,85.9176903,,72,70.71,,81,48.29,,100,47.36,,9,31.49138119,,20,22.93774956,,147,82,,26,53,,105,74,,0,-0.188679467
50,85.5597863,,73,71.04,,82,49.11,,101,45.25,,10,31.73139865,,21,22.85336754,,148,82.66666667,,27,49.66666667,,106,73.33333333,,0,26.76542581
51,85.99112398,,74,68.8,,83,49.09,,102,46.74,,11,32.16779402,,22,21.35225633,,149,82.33333333,,28,52,,107,73.33333333,,1,27.32913153
52,85.96928397,,75,70.02,,84,48.91,,103,46.98,,12,32.358717,,23,19.83887321,,150,82.33333333,,29,44,,108,73.66666667,,2,27.10405889
53,86.25673814,,76,64.57,,85,48.28,,104,48.19,,13,32.67510364,,24,22.60357274,,151,81.66666667,,30,43.66666667,,109,73.33333333,,3,0.769621238
54,85.92258422,,77,70.71,,86,48.83,,105,45.93,,14,32.75692778,,25,24.88691148,,FedHiSyn,,,31,44.33333333,,110,73.33333333,,4,35.40562976
55,85.93777928,,78,54.19,,87,48.93,,106,46.78,,15,32.84966179,,26,27.29666781,,0,9.333333333,,32,50.33333333,,111,73.66666667,,5,31.53838463
56,86.16244199,,79,60.21,,88,48.96,,107,46.63,,16,32.8769365,,27,26.24368698,,1,8.333333333,,33,50,,112,73.66666667,,6,33.15463864
57,86.20777724,,80,65.9,,89,48.62,,108,47.61,,17,33.34060659,,28,23.20989454,,2,12.66666667,,34,55.33333333,,113,73.33333333,,7,30.74480643
58,86.67286994,,81,59.53,,90,48.47,,FedAsync,,,18,33.39515601,,29,21.93971265,,3,13.33333333,,35,50,,114,73,,8,26.07662119
59,86.47862381,,82,53.03,,91,48.9,,0,1.24,,19,33.50425485,,30,23.59397145,,4,12.66666667,,36,52.66666667,,115,73,,9,6.177216326
60,86.69284035,,83,52.82,,92,49.4,,0,10.88,,20,34.22430722,,31,24.90781841,,5,12.66666667,,37,58,,116,73.66666667,,10,6.572664113
61,86.79148094,,84,58.01,,93,48.76,,1,14.4,,21,34.74252673,,32,23.62046808,,6,26.33333333,,38,57.33333333,,117,72.66666667,,11,5.263164492
62,86.68891242,,85,60.93,,94,49.57,,2,14.94,,22,34.75343661,,33,27.42400842,,7,14,,39,56.66666667,,118,73.33333333,,12,-1.244606486
63,86.8648462,,86,64.7,,95,49.27,,3,15.54,,23,34.92253982,,34,28.00032643,,8,23.33333333,,40,57.66666667,,119,73,,13,6.012599656
64,87.08675467,,87,66.03,,96,49.64,,4,15.41,,24,35.04254855,,35,27.01738792,,9,54,,41,58.33333333,,120,73.66666667,,14,5.801181167
65,86.52138527,,88,60.1,,97,49.43,,5,18.22,,25,35.37530002,,36,23.04786431,,10,55.33333333,,42,56.33333333,,121,74.66666667,,15,5.183268484
66,86.65444554,,89,62.4,,98,48.41,,6,19.29,,26,35.566223,,37,24.74834549,,11,44.66666667,,43,58,,122,73.66666667,,16,2.957871528
67,86.99897838,,90,54.32,,99,49.22,,7,19.63,,27,35.75714597,,38,25.28698125,,12,35,,44,54.66666667,,123,74,,17,2.906531174
68,86.96233921,,91,60.85,,100,48.11,,8,20.96,,28,35.95897883,,39,25.46915572,,13,35,,45,56.66666667,,124,74,,18,28.08717235
69,87.29360181,,92,61.67,,101,49.47,,9,19.46,,29,36.4335588,,40,25.58197632,,14,35,,46,57.66666667,,125,73.66666667,,19,30.02527608
70,87.31915356,,93,68.08,,102,47.95,,10,20.42,,30,36.56993236,,41,25.82185461,,15,35,,47,58.66666667,,126,73.66666667,,20,24.53478063
71,87.52049721,,94,69.03,,103,49.43,,11,23.86,,31,36.54811259,,42,24.73206629,,16,35,,48,58,,127,73.66666667,,21,15.79942121
72,87.43047575,,95,65.92,,104,49.66,,12,24.97,,32,36.63539166,,43,26.8201494,,17,35,,49,58,,128,73.66666667,,22,29.2652701
73,87.41244838,,96,63.63,,105,49.43,,13,26.46,,33,36.68994109,,44,24.86740039,,18,35,,50,58,,129,74,,23,28.43304383
74,87.31778927,,97,65.97,,106,48.6,,14,17.99,,34,36.9245036,,45,25.90769472,,19,35,,51,58.33333333,,130,73,,24,26.82887796
75,87.25893694,,98,73.73,,107,49.64,,15,20.14,,35,37.15906611,,46,25.67488717,,20,35,,52,57.66666667,,131,73.66666667,,25,32.86308255
76,87.0075317,,99,53.42,,108,49.04,,16,20.98,,36,37.22452542,,47,26.54617348,,21,36,,53,57.33333333,,132,72.66666667,,26,26.36065097
77,87.63005987,,100,56.03,,109,48.78,,17,21.63,,37,37.49727253,,48,24.96862436,,22,35.33333333,,54,56.66666667,,133,73,,27,29.07565622
78,87.18731445,,101,54.34,,110,48.74,,18,21.92,,38,37.84093389,,49,25.01384303,,23,36,,55,59,,134,72.66666667,,28,29.75137144
79,87.07804146,,102,60.66,,111,49.84,,19,23.11,,39,37.99367227,,50,24.90945756,,24,36.66666667,,56,56,,135,73.33333333,,29,30.53438533
80,87.60559091,,103,64.08,,112,49.09,,20,25.3,,40,38.10822605,,51,24.80225387,,25,36.33333333,,57,55.66666667,,136,72.66666667,,30,31.61468392
81,87.20713165,,CSAFL,,,113,49.33,,21,25.68,,41,38.26096443,,52,24.32823812,,26,36,,58,59,,137,73,,31,33.27278823
82,87.51006878,,0,10.38,,114,48.81,,22,27.31,,42,38.37006328,,53,25.48353534,,27,40.33333333,,59,58.33333333,,138,73,,32,29.47837428
83,87.38486423,,1,46.16,,115,50.02,,23,27.89,,43,38.3864281,,54,26.08229583,,28,39.66666667,,60,58.33333333,,139,72.33333333,,33,51.52881661
84,87.77437359,,2,38.03,,116,48.36,,24,28.32,,44,38.41915776,,55,26.52327573,,29,41.66666667,,61,57.33333333,,140,72.66666667,,34,52.74881685
85,87.8295113,,3,35.3,,117,49.81,,25,28.68,,45,38.43552258,,56,25.37075664,,30,43,,62,59,,141,73,,35,7.639474677
86,87.51387757,,4,53.91,,118,48.81,,26,28.98,,46,38.3864281,,57,26.23798864,,31,47,,63,58.33333333,,142,72.66666667,,36,9.231703425
87,88.108404,,5,41.07,,119,48.99,,27,24.49,,47,38.67554004,,58,24.56935038,,32,43.66666667,,64,56,,143,72.66666667,,37,8.19755156
88,87.84131452,,6,56.79,,120,48.95,,28,25.7,,48,38.69735981,,59,26.09745465,,33,47,,65,57,,144,72.66666667,,38,45.53983643
89,87.30686644,,7,37.49,,121,48.95,,29,27.08,,49,38.93192232,,60,26.68808012,,34,42.66666667,,66,58.66666667,,145,72.66666667,,39,40.48083152
90,87.70126354,,8,47.63,,122,49.15,,30,27.41,,50,38.98647174,,61,28.95268406,,35,46.33333333,,67,59,,146,73.33333333,,40,33.6298583
91,87.84754087,,9,52.43,,123,49.46,,31,19.43,,51,39.07375082,,62,27.62949874,,36,45,,68,59.33333333,,147,73.66666667,,41,33.22695066
92,88.02920901,,10,56.07,,124,48.94,,32,23.89,,52,39.26467379,,63,28.37994887,,37,46.66666667,,69,58.33333333,,148,73.33333333,,42,62.96912941
93,87.54336502,,11,45.37,,125,48.95,,33,25.1,,53,39.49923631,,64,28.30890806,,38,48.66666667,,70,59,,149,72.66666667,,43,58.3299228
94,88.01134318,,12,45.11,,126,49.48,,34,26.58,,54,39.52105608,,65,27.19770963,,39,49.66666667,,71,58.66666667,,150,73,,44,9.524455991
95,87.64561299,,13,37.33,,127,49.42,,35,22.22,,55,39.51014619,,66,25.84481411,,40,50.33333333,,72,59.33333333,,151,72.66666667,,45,13.74258318
96,87.65623248,,14,50.15,,128,49.49,,36,24,,56,39.65197469,,67,21.50495474,,41,52,,73,58.33333333,,152,73,,46,12.39511581
97,87.74994275,,15,45.82,,129,48.99,,37,24.7,,57,39.64651975,,68,25.8321653,,42,51,,74,59,,153,73,,47,28.6719597
98,88.01918306,,16,56.5,,130,50.1,,38,30.02,,58,39.76652847,,69,22.23792715,,43,51.33333333,,75,58.66666667,,154,73.33333333,,48,14.78319039
99,88.25949242,,17,59.18,,131,49.67,,39,29.78,,59,40.01200087,,70,26.4904302,,44,52.33333333,,76,59.33333333,,155,73,,49,9.417728184
100,87.89669516,,18,61.31,,132,49.08,,40,30.78,,60,40.20837879,,71,25.38309942,,45,50.66666667,,77,59.33333333,,156,73.66666667,,50,13.56355369
101,88.15703317,,19,62.42,,133,49.79,,41,30.51,,61,40.1320096,,72,22.78067068,,46,55.66666667,,78,59,,157,72.66666667,,51,12.69588748
102,88.05498545,,20,62.96,,134,49.68,,42,31.5,,62,39.86471743,,73,23.81581435,,47,53.33333333,,79,59.66666667,,158,73,,52,13.59872161
103,87.82960853,,21,62.73,,135,49.33,,43,32.32,,63,40.53022038,,74,22.35248567,,48,51.66666667,,80,59,,159,73,,53,11.54737175
104,88.22978449,,22,65.48,,136,49.48,,44,30.08,,64,40.56840497,,FedChain,,,49,56.66666667,,81,59.33333333,,160,73.33333333,,54,18.93450082
105,88.2200763,,23,48.47,,137,49.61,,45,30.47,,65,40.69932359,,0,4.812633629,,50,54.66666667,,82,58.33333333,,161,73.66666667,,55,22.50239468
106,88.28723133,,24,54.16,,138,49.56,,46,25.03,,66,41.09207942,,1,17.31370267,,51,60.33333333,,83,60.33333333,,162,72.66666667,,56,20.14687011
107,88.2367513,,25,57.76,,139,50.1,,47,26.99,,67,41.14662885,,2,28.58936099,,52,52.66666667,,84,59.66666667,,163,73.66666667,,57,13.00700255
108,88.56960151,,26,55.96,,140,49.59,,48,21.59,,68,41.02116518,,3,23.51702626,,53,57.33333333,,85,59.33333333,,164,73,,58,15.54879615
109,88.63766545,,27,55.48,,141,49.14,,49,23.47,,69,41.09753437,,4,12.40863636,,54,61.66666667,,86,59.66666667,,165,73,,59,16.49497427
110,88.17321212,,28,61.42,,142,49.65,,50,26.67,,70,41.08662448,,5,34.77805942,,55,60.66666667,,87,60.33333333,,166,73.33333333,,60,24.08929123
111,88.06363883,,29,62.21,,143,49.17,,51,27.59,,71,41.27209252,,6,33.96258352,,56,62.66666667,,88,59.66666667,,167,73.33333333,,61,15.27566837
112,87.95983969,,30,60.22,,144,49.58,,52,28.89,,72,41.40846607,,7,28.74634894,,57,58,,89,60,,168,73,,62,8.696435243
